nr,i1_legid,i1_rcs_p,i1_rcs_e,i1_dep_1_p,i1_dep_1_e,i1_dep_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_rcf_1_place,i1_dep_2_p,i1_dep_2_e,i1_dep_2_place,i1_rcf_2_p,i1_rcf_2_e,i1_rcf_2_place,i1_dep_3_p,i1_dep_3_e,i1_dep_3_place,i1_rcf_3_p,i1_rcf_3_e,i1_rcf_3_place,i1_dlv_p,i1_dlv_e,i1_hops,i2_legid,i2_rcs_p,i2_rcs_e,i2_dep_1_p,i2_dep_1_e,i2_dep_1_place,i2_rcf_1_p,i2_rcf_1_e,i2_rcf_1_place,i2_dep_2_p,i2_dep_2_e,i2_dep_2_place,i2_rcf_2_p,i2_rcf_2_e,i2_rcf_2_place,i2_dep_3_p,i2_dep_3_e,i2_dep_3_place,i2_rcf_3_p,i2_rcf_3_e,i2_rcf_3_place,i2_dlv_p,i2_dlv_e,i2_hops,i3_legid,i3_rcs_p,i3_rcs_e,i3_dep_1_p,i3_dep_1_e,i3_dep_1_place,i3_rcf_1_p,i3_rcf_1_e,i3_rcf_1_place,i3_dep_2_p,i3_dep_2_e,i3_dep_2_place,i3_rcf_2_p,i3_rcf_2_e,i3_rcf_2_place,i3_dep_3_p,i3_dep_3_e,i3_dep_3_place,i3_rcf_3_p,i3_rcf_3_e,i3_rcf_3_place,i3_dlv_p,i3_dlv_e,i3_hops,o_legid,o_rcs_p,o_rcs_e,o_dep_1_p,o_dep_1_e,o_dep_1_place,o_rcf_1_p,o_rcf_1_e,o_rcf_1_place,o_dep_2_p,o_dep_2_e,o_dep_2_place,o_rcf_2_p,o_rcf_2_e,o_rcf_2_place,o_dep_3_p,o_dep_3_e,o_dep_3_place,o_rcf_3_p,o_rcf_3_e,o_rcf_3_place,o_dlv_p,o_dlv_e,o_hops,legs
58,4613,135,58,135,168,815,285,204,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,709,1,8834,1367,374,90,1024,700,1285,943,485,?,?,?,?,?,?,?,?,?,?,?,?,3780,1242,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6405,1190,854,90,519,485,1240,897,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,93,1,2
59,10507,682,95,240,776,815,200,168,233,?,?,?,?,?,?,?,?,?,?,?,?,5220,407,1,3903,508,284,240,416,286,985,824,128,750,714,128,510,484,233,?,?,?,?,?,?,3960,126,2,5407,5234,1659,90,3593,308,1040,686,233,?,?,?,?,?,?,?,?,?,?,?,?,3780,791,1,6078,2863,1096,90,1793,233,1035,547,609,?,?,?,?,?,?,?,?,?,?,?,?,3780,6564,1,3
60,234,122,83,300,275,609,820,631,815,?,?,?,?,?,?,?,?,?,?,?,?,5315,15,1,10565,3690,560,300,3370,411,1100,811,349,1155,1443,349,770,525,815,?,?,?,?,?,?,340,148,2,5830,362,184,150,268,391,385,117,815,?,?,?,?,?,?,?,?,?,?,?,?,3190,566,1,4688,1145,84,240,1241,815,760,680,609,?,?,?,?,?,?,?,?,?,?,?,?,7680,828,1,3
61,8585,2984,2737,150,346,411,585,559,128,400,451,128,1050,127,727,?,?,?,?,?,?,3300,1433,2,5563,239,23,150,315,476,915,667,128,400,642,128,1050,574,727,?,?,?,?,?,?,3300,95,2,1424,1378,1263,240,284,411,855,717,128,340,436,128,2820,2434,727,?,?,?,?,?,?,3960,34,2,5981,94,86,120,57,727,125,224,101,?,?,?,?,?,?,?,?,?,?,?,?,2880,2371,1,3
62,12419,1439,372,150,1167,281,115,136,128,280,266,128,775,791,700,?,?,?,?,?,?,4230,1572,2,13665,495,154,90,361,538,935,576,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,135,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6342,2444,1567,90,907,700,845,483,628,?,?,?,?,?,?,?,?,?,?,?,?,3780,1361,1,2
63,12117,2183,2047,180,304,671,1200,897,349,1030,1285,349,340,256,481,?,?,?,?,?,?,920,995,2,12432,1087,713,180,494,671,1170,1735,349,3000,2406,349,570,501,481,?,?,?,?,?,?,350,120,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12949,1539,1639,600,426,481,1740,1690,413,?,?,?,?,?,?,?,?,?,?,?,?,420,1703,1,2
64,9449,171,71,150,202,614,455,191,815,?,?,?,?,?,?,?,?,?,?,?,?,3565,3724,1,38,152,144,150,88,431,795,501,815,?,?,?,?,?,?,?,?,?,?,?,?,2880,162,1,12360,661,245,210,571,233,375,174,815,?,?,?,?,?,?,?,?,?,?,?,?,5475,56,1,11106,1344,304,240,1225,815,780,762,609,?,?,?,?,?,?,?,?,?,?,?,?,7680,2775,1,3
65,7564,151,136,150,107,614,455,182,815,?,?,?,?,?,?,?,?,?,?,?,?,3565,855,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7582,1064,148,180,1039,815,225,163,128,835,859,128,390,238,678,?,?,?,?,?,?,3960,1759,2,1
66,10705,4845,4404,270,678,700,810,816,349,?,?,?,?,?,?,?,?,?,?,?,?,550,5758,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8185,950,338,150,702,349,50,80,815,2330,2295,815,945,774,403,?,?,?,?,?,?,5160,1116,2,1
67,8425,131,19,150,204,101,155,127,128,?,?,?,?,?,?,?,?,?,?,?,?,4200,104,1,9480,496,336,90,278,579,1010,612,128,?,?,?,?,?,?,?,?,?,?,?,?,3780,2889,1,4471,273,63,240,404,815,215,161,128,?,?,?,?,?,?,?,?,?,?,?,?,4890,9767,1,13634,817,10,240,1046,128,785,468,809,?,?,?,?,?,?,?,?,?,?,?,?,3960,220,1,3
68,11901,2292,36,240,2452,128,970,723,456,?,?,?,?,?,?,?,?,?,?,?,?,3960,306,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1178,1481,600,90,905,456,880,561,700,110,440,700,2315,1514,411,?,?,?,?,?,?,3420,4422,2,1
69,6777,1095,635,90,511,485,1240,995,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,166,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6097,700,476,90,297,700,1935,1388,431,?,?,?,?,?,?,?,?,?,?,?,?,3780,1976,1,1
70,12335,982,327,150,758,281,155,168,128,?,?,?,?,?,?,?,?,?,?,?,?,4200,218,1,13445,379,296,150,189,485,385,179,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,3,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5340,93,25,150,184,128,840,157,238,?,?,?,?,?,?,?,?,?,?,?,?,3540,591,1,2
71,13171,1076,434,90,694,700,850,547,413,?,?,?,?,?,?,?,?,?,?,?,?,3780,4051,1,923,1927,52,165,1995,236,1075,900,413,?,?,?,?,?,?,?,?,?,?,?,?,3960,1109,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7633,1592,1279,90,362,413,860,586,700,35,294,700,790,515,635,?,?,?,?,?,?,3780,793,2,2
72,13743,32,45,240,195,128,785,517,809,?,?,?,?,?,?,?,?,?,?,?,?,3960,232,1,1474,1210,1217,300,257,571,815,800,809,?,?,?,?,?,?,?,?,?,?,?,?,3960,1965,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4840,515,445,420,481,809,910,704,371,?,?,?,?,?,?,?,?,?,?,?,?,3960,185,1,2
73,11804,1820,362,300,1866,609,735,542,281,385,335,281,435,453,179,?,?,?,?,?,?,4050,331,2,9852,2435,187,300,2531,628,920,713,128,1405,1507,128,1220,775,179,?,?,?,?,?,?,3960,372,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4836,295,105,180,340,179,540,238,281,340,611,281,810,738,597,?,?,?,?,?,?,4110,135,2,2
74,6531,92,76,240,211,128,970,790,456,?,?,?,?,?,?,?,?,?,?,?,?,3960,180,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2676,1176,311,150,1043,456,790,794,128,?,?,?,?,?,?,?,?,?,?,?,?,4200,965,1,1
75,11836,1450,1938,300,1192,409,720,1058,281,405,206,281,1050,1026,134,?,?,?,?,?,?,4050,2961,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11054,100,71,155,84,134,90,85,610,?,?,?,?,?,?,?,?,?,?,?,?,2880,166,1,1
76,10419,1359,171,240,1383,815,760,713,609,?,?,?,?,?,?,?,?,?,?,?,?,7680,1104,1,4220,1100,114,240,1190,815,760,700,609,?,?,?,?,?,?,?,?,?,?,?,?,7680,2423,1,11387,862,335,150,625,366,130,130,128,250,264,128,555,616,609,?,?,?,?,?,?,4230,1703,2,8706,257,156,240,291,609,765,816,128,420,374,128,380,126,485,?,?,?,?,?,?,3960,3091,2,3
77,12361,808,256,210,705,233,375,346,815,?,?,?,?,?,?,?,?,?,?,?,?,5300,15,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10542,46,33,135,90,815,285,194,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,295,1,1
78,9073,3026,1791,90,1266,441,1105,712,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,338,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3550,5041,4266,90,846,700,1155,694,426,?,?,?,?,?,?,?,?,?,?,?,?,3780,60,1,1
79,1025,1420,1343,300,329,753,1320,1157,128,1055,1087,128,510,441,233,?,?,?,?,?,?,3960,78,2,5,1345,703,300,891,789,1050,895,128,350,392,128,510,553,233,?,?,?,?,?,?,3960,1363,2,12072,259,321,300,237,753,1320,1128,128,1055,1074,128,510,333,233,?,?,?,?,?,?,3960,111,2,7750,13176,12116,90,1095,233,1375,1159,700,340,568,700,585,143,257,?,?,?,?,?,?,3780,2985,2,3
80,5280,6286,5888,180,508,809,1240,1281,149,1855,1841,149,720,598,700,?,?,?,?,?,?,6900,318,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9193,1962,1677,300,553,700,1110,1136,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,1575,1,1
81,12379,1601,1436,150,261,281,115,116,128,710,779,128,805,670,371,?,?,?,?,?,?,4230,1382,2,13699,1690,1261,300,719,555,755,660,371,?,?,?,?,?,?,?,?,?,?,?,?,1560,120,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7036,280,265,300,264,371,840,769,431,705,767,431,990,782,265,?,?,?,?,?,?,4020,24703,2,2
82,717,325,523,120,732,721,960,644,256,1230,707,256,900,739,431,?,?,?,?,?,?,720,2634,2,7096,455,477,300,259,371,840,668,431,?,?,?,?,?,?,?,?,?,?,?,?,1140,4826,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,23,47,7,300,280,431,770,645,815,?,?,?,?,?,?,?,?,?,?,?,?,5325,17,1,2
83,2159,322,164,90,218,700,1275,855,815,?,?,?,?,?,?,?,?,?,?,?,?,3780,300,1,11259,624,548,180,202,206,835,639,815,?,?,?,?,?,?,?,?,?,?,?,?,5400,4426,1,4873,124,64,240,247,476,975,827,815,?,?,?,?,?,?,?,?,?,?,?,?,5040,777,1,3558,278,45,135,307,815,385,596,770,?,?,?,?,?,?,?,?,?,?,?,?,7555,34,1,3
84,9716,1437,394,420,1505,349,1190,904,597,?,?,?,?,?,?,?,?,?,?,?,?,665,8477,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2049,4162,3045,90,1192,597,915,527,700,465,816,700,790,485,635,?,?,?,?,?,?,3780,1658,2,1
85,14178,1877,1853,240,204,721,330,274,349,1410,1478,349,1074,1130,456,?,?,?,?,?,?,356,595,2,8648,3045,1478,600,2047,778,1275,1639,349,890,606,349,945,893,456,?,?,?,?,?,?,370,956,2,3611,406,8,270,592,349,1170,1148,456,?,?,?,?,?,?,?,?,?,?,?,?,435,7820,1,1145,1491,585,90,930,456,880,578,700,110,417,700,2315,1483,411,?,?,?,?,?,?,3420,1209,2,3
86,4444,39,63,240,185,815,285,257,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,1048,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5637,1995,1051,180,696,485,885,795,149,395,853,149,680,591,628,?,?,?,?,?,?,5460,2063,2,1
87,3373,292,117,180,342,609,683,595,349,?,?,?,?,?,?,?,?,?,?,?,?,4080,7534,1,2119,1966,1773,90,235,700,1275,864,349,?,?,?,?,?,?,?,?,?,?,?,?,3780,219,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13263,15137,14028,150,1170,349,395,1049,317,?,?,?,?,?,?,?,?,?,?,?,?,660,814,1,2
88,11163,2655,1654,240,1205,128,775,507,216,?,?,?,?,?,?,?,?,?,?,?,?,3960,39275,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4936,404,156,270,452,216,735,601,815,1070,1222,815,535,513,243,?,?,?,?,?,?,2880,4158,2,1
89,4988,124,9,240,287,476,975,708,815,?,?,?,?,?,?,?,?,?,?,?,?,5040,850,1,9431,61,38,150,111,614,455,179,815,?,?,?,?,?,?,?,?,?,?,?,?,5125,889,1,8134,1031,384,150,737,349,350,72,815,?,?,?,?,?,?,?,?,?,?,?,?,3940,253,1,10471,28,23,240,211,815,215,260,774,?,?,?,?,?,?,?,?,?,?,?,?,5370,1084,1,3
90,5607,488,400,150,255,308,620,778,128,?,?,?,?,?,?,?,?,?,?,?,?,4200,1359,1,10115,2576,1838,150,840,628,920,675,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,1341,1,4199,7391,7160,240,437,548,920,884,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,88,1,14047,1364,1135,240,443,128,740,557,798,?,?,?,?,?,?,?,?,?,?,?,?,3960,136,1,3
91,12714,2057,694,90,1543,128,1130,724,441,?,?,?,?,?,?,?,?,?,?,?,?,3780,12784,1,13401,1297,74,120,1303,236,420,281,815,465,579,815,810,682,441,?,?,?,?,?,?,5040,1408,2,8392,4407,4032,120,370,236,390,199,815,1225,1484,815,810,700,441,?,?,?,?,?,?,5040,363,2,3270,8852,8386,1260,1666,441,400,280,579,?,?,?,?,?,?,?,?,?,?,?,?,425,6805,1,3
92,5016,1447,551,180,1016,597,1050,977,815,?,?,?,?,?,?,?,?,?,?,?,?,5040,2166,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4019,1121,55,240,1249,815,760,745,609,?,?,?,?,?,?,?,?,?,?,?,?,7680,53,1,1
93,12338,1065,526,210,700,233,255,149,815,1175,1273,815,540,557,243,?,?,?,?,?,?,2880,24449,2,8405,2740,2398,150,462,349,380,1022,317,9635,8873,317,290,474,243,?,?,?,?,?,?,240,39976,2,11375,1882,1746,150,151,327,935,669,815,1225,1569,815,540,557,243,?,?,?,?,?,?,2880,24066,2,10319,7088,7168,240,107,243,185,705,317,1805,1214,317,755,657,403,?,?,?,?,?,?,240,1234,2,3
94,2448,817,299,90,913,700,1275,839,349,?,?,?,?,?,?,?,?,?,?,?,?,3780,4442,1,9676,2245,1942,420,708,431,510,461,349,?,?,?,?,?,?,?,?,?,?,?,?,550,4742,1,12051,2277,106,240,2351,597,770,758,349,?,?,?,?,?,?,?,?,?,?,?,?,550,619,1,12291,5486,2184,420,3676,349,691,622,136,?,?,?,?,?,?,?,?,?,?,?,?,609,2242,1,3
95,1000,1466,781,180,805,671,975,785,349,1315,1471,349,648,619,770,?,?,?,?,?,?,372,246,2,3230,2637,1863,240,963,456,1015,745,128,820,1100,128,375,213,770,?,?,?,?,?,?,3960,4269,2,325,107,1,300,343,609,820,805,815,930,947,815,385,249,770,?,?,?,?,?,?,5400,262,2,1087,721,216,240,694,770,385,151,128,65,312,128,785,563,809,?,?,?,?,?,?,3960,921,2,3
96,13841,4112,3292,90,901,128,1400,1104,700,?,?,?,?,?,?,?,?,?,?,?,?,3840,2930,1,1389,38054,37159,90,925,815,1220,975,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,34,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2459,1041,207,90,865,700,935,643,538,?,?,?,?,?,?,?,?,?,?,?,?,3780,347,1,2
97,14190,4909,4319,90,620,299,820,541,700,475,776,700,1405,1151,153,?,?,?,?,?,?,3780,2526,2,14059,740,473,90,297,299,825,538,700,480,771,700,1340,1097,153,?,?,?,?,?,?,3780,1221,2,3946,144,81,240,241,815,285,250,153,?,?,?,?,?,?,?,?,?,?,?,?,5160,1925,1,10656,3195,633,90,2636,153,1240,923,700,5,312,700,1080,744,113,?,?,?,?,?,?,3780,814,2,3
98,11016,1446,302,240,1328,281,405,201,815,?,?,?,?,?,?,?,?,?,?,?,?,5160,1945,1,1018,1381,1061,300,583,753,1275,1260,128,455,497,128,1500,1007,815,?,?,?,?,?,?,3960,286,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10489,190,127,135,149,815,285,183,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,107,1,2
99,7143,1109,335,240,954,233,395,142,398,?,?,?,?,?,?,?,?,?,?,?,?,9700,2848,1,8591,1499,1140,300,600,698,1105,893,349,1010,1191,349,3470,3300,398,?,?,?,?,?,?,385,1838,2,7856,1259,282,240,1157,233,395,152,398,?,?,?,?,?,?,?,?,?,?,?,?,9700,1119,1,13854,1591,357,360,1541,398,330,242,571,1175,1221,571,1056,861,495,?,?,?,?,?,?,1494,335,2,3
100,716,1595,1225,300,622,671,1045,864,609,?,?,?,?,?,?,?,?,?,?,?,?,1140,249,1,4218,1357,168,240,1384,815,760,855,609,?,?,?,?,?,?,?,?,?,?,?,?,7680,3576,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7990,235,22,300,490,609,720,554,256,?,?,?,?,?,?,?,?,?,?,?,?,2940,308,1,2
101,3414,151,56,135,180,815,285,167,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,146,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13707,1285,901,180,526,485,150,192,349,?,?,?,?,?,?,?,?,?,?,?,?,385,4155,1,1
102,11718,1576,474,180,1248,609,674,562,256,?,?,?,?,?,?,?,?,?,?,?,?,4080,1433,1,8655,171,176,150,928,485,490,230,256,?,?,?,?,?,?,?,?,?,?,?,?,720,1411,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11805,11189,10209,240,1202,256,2880,1458,691,?,?,?,?,?,?,?,?,?,?,?,?,2400,408,1,2
103,6995,157,19,150,243,128,100,254,349,?,?,?,?,?,?,?,?,?,?,?,?,4230,246,1,11421,492,521,300,215,468,935,943,349,?,?,?,?,?,?,?,?,?,?,?,?,550,608,1,1002,1214,711,180,640,671,910,852,349,?,?,?,?,?,?,?,?,?,?,?,?,550,923,1,7260,1654,1122,270,781,349,1025,968,468,?,?,?,?,?,?,?,?,?,?,?,?,355,18317,1,3
104,4109,1194,160,240,1221,815,1020,828,671,?,?,?,?,?,?,?,?,?,?,?,?,4680,6286,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13182,2039,1804,90,261,671,820,449,700,30,403,700,695,229,561,?,?,?,?,?,?,3780,2675,2,1
105,12780,232,191,150,146,166,170,174,128,?,?,?,?,?,?,?,?,?,?,?,?,4200,738,1,8428,897,271,180,763,101,220,190,128,?,?,?,?,?,?,?,?,?,?,?,?,4200,2163,1,12404,733,152,150,677,281,145,197,128,?,?,?,?,?,?,?,?,?,?,?,?,4200,1683,1,6701,308,138,240,380,128,815,491,332,?,?,?,?,?,?,?,?,?,?,?,?,3840,57,1,3
106,956,5083,4928,90,271,520,1225,921,128,?,?,?,?,?,?,?,?,?,?,?,?,3780,1011,1,4005,2358,377,150,2080,281,155,123,128,?,?,?,?,?,?,?,?,?,?,?,?,4200,504,1,13423,889,427,150,603,485,180,104,128,?,?,?,?,?,?,?,?,?,?,?,?,4170,310,1,6455,932,47,240,1091,128,880,654,800,?,?,?,?,?,?,?,?,?,?,?,?,3960,150,1,3
107,5732,1538,428,150,1201,411,610,575,128,?,?,?,?,?,?,?,?,?,?,?,?,4200,280,1,2003,169,61,90,160,113,1130,741,700,1255,1647,700,1275,852,128,?,?,?,?,?,?,3780,312,2,9101,864,619,150,423,700,1110,1039,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,1530,1,1791,242,167,150,179,128,765,601,610,?,?,?,?,?,?,?,?,?,?,?,?,3600,520,1,3
108,4586,797,85,135,808,815,215,139,128,?,?,?,?,?,?,?,?,?,?,?,?,4890,327,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13469,1088,261,90,861,128,1400,1151,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,122,1,1
109,9641,1308,536,240,959,456,1030,802,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,97,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10603,1300,637,90,694,128,1225,944,700,205,500,700,585,167,257,?,?,?,?,?,?,3780,2406,2,1
110,13017,783,629,90,207,671,820,843,700,765,718,700,2320,2904,411,?,?,?,?,?,?,3420,1210,2,1161,2513,1580,90,960,456,880,522,700,110,471,700,2315,1450,411,?,?,?,?,?,?,3420,114,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8702,2593,1416,240,1375,411,855,1064,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,1235,1,2
111,3434,365,104,180,336,166,2010,1691,349,810,1126,349,815,670,391,?,?,?,?,?,?,610,164,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,532,1149,344,150,895,391,100,153,128,570,547,128,660,715,671,?,?,?,?,?,?,4230,1516,2,1
112,4269,101,44,135,146,815,285,193,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,83,1,4254,238,12,135,314,815,280,160,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,286,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13436,904,444,150,601,485,180,104,128,?,?,?,?,?,?,?,?,?,?,?,?,4170,310,1,2
113,9533,106,72,150,123,614,455,180,815,?,?,?,?,?,?,?,?,?,?,?,?,3565,915,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8796,1123,155,90,995,815,1220,1034,700,195,387,700,585,162,257,?,?,?,?,?,?,3780,2360,2,1
114,7388,809,215,150,694,366,120,168,128,300,265,128,610,648,800,?,?,?,?,?,?,4230,4096,2,11404,2379,1888,150,591,366,120,163,128,300,276,128,610,634,800,?,?,?,?,?,?,4230,1185,2,13359,3491,3018,240,661,441,970,882,128,1310,1418,128,880,705,800,?,?,?,?,?,?,3960,1005,2,11515,1240,1164,240,305,800,860,2275,128,1795,377,128,1260,1016,571,?,?,?,?,?,?,3960,1497,2,3
115,22,358,32,300,565,609,825,681,815,1110,1089,815,630,463,576,?,?,?,?,?,?,6060,15795,2,8162,455,169,90,344,698,600,224,700,1000,1393,700,1275,1127,576,?,?,?,?,?,?,3780,4639,2,7081,123,64,180,196,485,210,155,576,?,?,?,?,?,?,?,?,?,?,?,?,365,202,1,1562,2883,688,240,2388,576,415,150,128,1205,1489,128,1225,963,257,?,?,?,?,?,?,3960,8204,2,3
116,13477,575,480,180,236,695,460,252,308,135,329,308,2970,230,548,?,?,?,?,?,?,1440,7018,2,12549,4459,1555,420,3281,349,1376,1282,548,?,?,?,?,?,?,?,?,?,?,?,?,504,505,1,11562,1274,233,150,1158,128,735,654,548,?,?,?,?,?,?,?,?,?,?,?,?,4230,1620,1,14157,3495,3223,420,653,548,1160,851,349,680,958,349,525,383,327,?,?,?,?,?,?,1155,4985,2,3
117,13308,654,261,240,585,441,976,996,128,365,481,128,1260,2359,571,?,?,?,?,?,?,3960,2739,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13273,877,192,300,932,571,820,684,144,990,1139,144,396,223,687,?,?,?,?,?,?,8400,3,2,1
118,2593,676,174,240,689,815,300,196,527,?,?,?,?,?,?,?,?,?,?,?,?,5100,3595,1,9156,2656,1746,90,951,456,880,554,700,1345,1681,700,1425,1128,527,?,?,?,?,?,?,3780,17,2,4236,393,23,135,454,815,295,229,527,?,?,?,?,?,?,?,?,?,?,?,?,5100,99,1,5793,1068,687,180,906,527,895,571,149,1100,1037,149,565,442,174,?,?,?,?,?,?,6960,490,2,3
119,8621,1591,1427,210,314,663,255,153,815,795,917,815,760,460,299,?,?,?,?,?,?,3600,985,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9595,1239,780,90,484,299,820,335,700,1260,1761,700,1060,719,113,?,?,?,?,?,?,3780,2355,2,1
